颜色,十六进制,名称,像素数,占比
11,30,47,#0B1E2F,黑色,40274,37.85%
22,95,165,#165FA5,灰色,27229,25.59%
110,146,194,#6E92C2,灰色,23291,21.89%
87,71,39,#574727,棕色,10882,10.23%
180,120,10,#B4780A,棕色,4724,4.44%
